Title: ,KH03 Returns,,,
01/03/2015,RXL,Blackpool Teaching Hospitals,NA,NA
01/03/2015,RXM,Derbyshire Healthcare,311,303
01/03/2015,RXN,Lancashire Teaching Hospitals,NA,NA
01/03/2015,RXP,County Durham And Darlington,NA,NA
01/03/2015,RXQ,Buckinghamshire Healthcare,NA,NA
01/03/2015,RXR,East Lancashire Hospitals,NA,NA
01/03/2015,RXT,Birmingham And Solihull Mental Health,684,654
01/03/2015,RXV,Greater Manchester West Mental Health,562,512
01/03/2015,RXW,Shrewsbury And Telford Hospital,NA,NA
01/03/2015,RXX,Surrey And Borders Partnership,245,194
01/03/2015,RXY,Kent And Medway NHS And Social Care Partnership Trust,521,492
01/03/2015,RY3,Norfolk Community Health And Care,NA,NA
01/03/2015,RY4,Hertfordshire Community,NA,NA
01/03/2015,RY5,Lincolnshire Community Health Services,NA,NA
01/03/2015,RY6,Leeds Community Healthcare,8,7
01/03/2015,RY8,Derbyshire Community Health Services,52,47
01/03/2015,RYG,Coventry And Warwickshire Partnership,256,233
01/03/2015,RYJ,Imperial College Healthcare,NA,NA
01/03/2015,RYK,Dudley And Walsall Mental Health Partnership,189,157
01/03/2015,RYR,Western Sussex Hospitals,NA,NA
01/03/2015,RYV,Cambridgeshire Community Services,NA,NA
01/03/2015,RYW,Birmingham Community Healthcare,NA,NA
01/03/2015,RYX,Central London Community Healthcare,NA,NA
01/03/2015,TAD,Bradford District Care,196,189
01/03/2015,TAE,Manchester Mental Health And Social Care Trust,251,238
01/03/2015,TAF,Camden And Islington,157,157
01/03/2015,TAH,Sheffield Health & Social Care,234,179
01/03/2015,TAJ,Black Country Partnership,158,133
01/06/2015,R1A,Worcestershire Health And Care,129,112
01/06/2015,R1C,Solent,103,58
01/06/2015,R1E,Staffordshire And Stoke On Trent Partnership,NA,NA
01/06/2015,R1F,Isle Of Wight,57,51
01/06/2015,R1H,Barts Health,NA,NA
01/06/2015,R1J,Gloucestershire Care Services,NA,NA
01/06/2015,R1K,London North West Healthcare,NA,NA
01/06/2015,RA2,Royal Surrey County Hospital,NA,NA
01/06/2015,RA3,Weston Area Health,NA,NA
01/06/2015,RA4,Yeovil District Hospital,NA,NA
01/06/2015,RA7,University Hospitals Bristol,NA,NA
01/06/2015,RA9,Torbay And South Devon,NA,NA
01/06/2015,RAE,Bradford Teaching Hospitals,NA,NA
01/06/2015,RAJ,Southend University Hospital,NA,NA
01/06/2015,RAL,Royal Free London,6,1
01/06/2015,RAN,Royal National Orthopaedic Hospital,NA,NA
01/06/2015,RAP,North Middlesex University Hospital,NA,NA
01/06/2015,RAS,The Hillingdon Hospitals,NA,NA
01/06/2015,RAT,North East London,210,187
01/06/2015,RAX,Kingston Hospital,NA,NA
01/06/2015,RBA,Taunton And Somerset,NA,NA
01/06/2015,RBD,Dorset County Hospital,NA,NA
01/06/2015,RBK,Walsall Healthcare,NA,NA
01/06/2015,RBL,Wirral University Teaching Hospital,NA,NA
01/06/2015,RBN,St Helens And Knowsley Hospital Services,NA,NA
01/06/2015,RBQ,Liverpool Heart And Chest Hospital,NA,NA
01/06/2015,RBS,Alder Hey Children's,7,5
01/06/2015,RBT,Mid Cheshire Hospitals,NA,NA
01/06/2015,RBV,The Christie,NA,NA
01/06/2015,RBZ,Northern Devon Healthcare,NA,NA
01/06/2015,RC1,Bedford Hospital,NA,NA
01/06/2015,RC9,Luton And Dunstable University Hospital,NA,NA
01/06/2015,RCB,York Teaching Hospital,NA,NA
01/06/2015,RCD,Harrogate And District,NA,NA
01/06/2015,RCF,Airedale,NA,NA
01/06/2015,RCU,Sheffield Children's,21,18
01/06/2015,RCX,"The Queen Elizabeth Hospital, King's Lynn,",NA,NA
01/06/2015,RD1,Royal United Hospitals Bath,NA,NA
01/06/2015,RD3,Poole Hospital,NA,NA
01/06/2015,RD8,Milton Keynes University Hospital,NA,NA
01/06/2015,RDD,Basildon And Thurrock University Hospitals,NA,NA
01/06/2015,RDE,Colchester Hospital University,NA,NA
01/06/2015,RDR,Sussex Community,NA,NA
01/06/2015,RDU,Frimley Health,NA,NA
01/06/2015,RDY,Dorset Healthcare University,NA,NA
01/06/2015,RDZ,The Royal Bournemouth And Christchurch Hospitals,NA,NA
01/06/2015,RE9,South Tyneside,NA,NA
01/06/2015,REF,Royal Cornwall Hospitals,NA,NA
01/06/2015,REM,Aintree University Hospital,NA,NA
01/06/2015,REN,The Clatterbridge Cancer Centre,NA,NA
01/06/2015,REP,Liverpool Women's,NA,NA
01/06/2015,RET,The Walton Centre,NA,NA
01/06/2015,RF4,"Barking, Havering And Redbridge University Hospitals",NA,NA
01/06/2015,RFF,Barnsley Hospital,NA,NA
01/06/2015,RFR,The Rotherham,NA,NA
01/06/2015,RFS,Chesterfield Royal Hospital,NA,NA
01/06/2015,RFW,West Middlesex University Hospital,NA,NA
01/06/2015,RGD,Leeds And York Partnership,499,454
01/06/2015,RGM,Papworth Hospital,NA,NA
01/06/2015,RGN,Peterborough And Stamford Hospitals,NA,NA
01/06/2015,RGP,James Paget University Hospitals,NA,NA
01/06/2015,RGQ,Ipswich Hospital,NA,NA
01/06/2015,RGR,West Suffolk,NA,NA
01/06/2015,RGT,Cambridge University Hospitals,NA,NA
01/06/2015,RH5,Somerset Partnership,146,129
01/06/2015,RH8,Royal Devon And Exeter,NA,NA
01/06/2015,RHA,Nottinghamshire Healthcare,888,802
01/06/2015,RHM,University Hospital Southampton,NA,NA
01/06/2015,RHQ,Sheffield Teaching Hospitals,NA,NA
01/06/2015,RHU,Portsmouth Hospitals,NA,NA
01/06/2015,RHW,Royal Berkshire,NA,NA
01/06/2015,RJ1,Guy's And St Thomas',NA,NA
01/06/2015,RJ2,Lewisham And Greenwich,NA,NA
01/06/2015,RJ6,Croydon Health Services,NA,NA
01/06/2015,RJ7,St George's University Hospitals,NA,NA
01/06/2015,RJ8,Cornwall Partnership,120,99
01/06/2015,RJC,South Warwickshire,NA,NA
01/06/2015,RJE,University Hospitals Of North Midlands,NA,NA
01/06/2015,RJF,Burton Hospitals,NA,NA
01/06/2015,RJL,Northern Lincolnshire And Goole,NA,NA
01/06/2015,RJN,East Cheshire,NA,NA
01/06/2015,RJR,Countess Of Chester Hospital,NA,NA
01/06/2015,RJX,Calderstones Partnership,NA,NA
01/06/2015,RJZ,King's College Hospital,NA,NA
01/06/2015,RK5,Sherwood Forest Hospitals,NA,NA
01/06/2015,RK9,Plymouth Hospitals,NA,NA
01/06/2015,RKB,University Hospitals Coventry And Warwickshire,NA,NA
01/06/2015,RKE,The Whittington Hospital,9,8
01/06/2015,RKL,West London Mental Health,769,717
01/06/2015,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital,NA,NA
01/06/2015,RL4,The Royal Wolverhampton,NA,NA
01/06/2015,RLN,City Hospitals Sunderland,NA,NA
01/06/2015,RLQ,Wye Valley,NA,NA
01/06/2015,RLT,George Eliot Hospital,NA,NA
01/06/2015,RLU,Birmingham Women's,NA,NA
01/06/2015,RLY,North Staffordshire Combined Healthcare,168,145
01/06/2015,RM1,Norfolk And Norwich University Hospitals,NA,NA
01/06/2015,RM2,University Hospital Of South Manchester,NA,NA
01/06/2015,RM3,Salford Royal,NA,NA
01/06/2015,RMC,Bolton,NA,NA
01/06/2015,RMP,Tameside And Glossop Integrated Care,NA,NA
01/06/2015,RN3,Great Western Hospitals,NA,NA
01/06/2015,RN5,Hampshire Hospitals,NA,NA
01/06/2015,RN7,Dartford And Gravesham,NA,NA
01/06/2015,RNA,The Dudley Group,NA,NA
01/06/2015,RNL,North Cumbria University Hospitals,NA,NA
01/06/2015,RNN,Cumbria Partnership,137,116
01/06/2015,RNQ,Kettering General Hospital,NA,NA
01/06/2015,RNS,Northampton General Hospital,NA,NA
01/06/2015,RNU,Oxford Health,398,366
01/06/2015,RNZ,Salisbury,NA,NA
01/06/2015,RP1,Northamptonshire Healthcare,205,173
01/06/2015,RP4,Great Ormond Street Hospital For Children,10,9
01/06/2015,RP5,Doncaster And Bassetlaw Hospitals,NA,NA
01/06/2015,RP6,Moorfields Eye Hospital,NA,NA
01/06/2015,RP7,Lincolnshire Partnership,233,203
01/06/2015,RPA,Medway,NA,NA
01/06/2015,RPC,Queen Victoria Hospital,NA,NA
01/06/2015,RPG,Oxleas,423,405
01/06/2015,RPY,The Royal Marsden,NA,NA
01/06/2015,RQ3,Birmingham Children's Hospital,34,32
01/06/2015,RQ6,Royal Liverpool And Broadgreen University Hospitals,NA,NA
01/06/2015,RQ8,Mid Essex Hospital Services,NA,NA
01/06/2015,RQM,Chelsea And Westminster Hospital,NA,NA
01/06/2015,RQQ,Hinchingbrooke Health Care,NA,NA
01/06/2015,RQW,The Princess Alexandra Hospital,NA,NA
01/06/2015,RQX,Homerton University Hospital,NA,NA
01/06/2015,RQY,South West London And St George's Mental Health,404,327
01/06/2015,RR1,Heart Of England,NA,NA
01/06/2015,RR7,Gateshead Health,36,27
01/06/2015,RR8,Leeds Teaching Hospitals,NA,NA
01/06/2015,RRD,North Essex Partnership University,334,328
01/06/2015,RRE,South Staffordshire And Shropshire Healthcare,307,270
01/06/2015,RRF,"Wrightington, Wigan And Leigh",NA,NA
01/06/2015,RRJ,The Royal Orthopaedic Hospital,NA,NA
01/06/2015,RRK,University Hospitals Birmingham,NA,NA
01/06/2015,RRP,"Barnet, Enfield And Haringey Mental Health",505,495
01/06/2015,RRV,University College London Hospitals,12,8
01/06/2015,RT1,Cambridgeshire And Peterborough,243,218
01/06/2015,RT2,Pennine Care,503,454
01/06/2015,RT3,Royal Brompton & Harefield,NA,NA
01/06/2015,RT5,Leicestershire Partnership,NA,NA
01/06/2015,RTD,The Newcastle Upon Tyne Hospitals,NA,NA
01/06/2015,RTE,Gloucestershire Hospitals,NA,NA
01/06/2015,RTF,Northumbria Healthcare,45,27
01/06/2015,RTG,Derby Teaching Hospitals,NA,NA
01/06/2015,RTH,Oxford University Hospitals,NA,NA
01/06/2015,RTK,Ashford And St Peter's Hospitals,NA,NA
01/06/2015,RTP,Surrey And Sussex Healthcare,NA,NA
01/06/2015,RTQ,2gether,208,189
01/06/2015,RTR,South Tees Hospitals,NA,NA
01/06/2015,RTV,5 Boroughs Partnership,304,292
01/06/2015,RTX,University Hospitals Of Morecambe Bay,NA,NA
01/06/2015,RV3,Central And North West London,818,764
01/06/2015,RV9,Humber,208,185
01/06/2015,RVJ,North Bristol,20,14
01/06/2015,RVN,Avon And Wiltshire Mental Health Partnership,515,440
01/06/2015,RVR,Epsom And St Helier University Hospitals,NA,NA
01/06/2015,RVV,East Kent Hospitals University,NA,NA
01/06/2015,RVW,North Tees And Hartlepool,NA,NA
01/06/2015,RVY,Southport And Ormskirk Hospital,NA,NA
01/06/2015,RW1,Southern Health,456,412
01/06/2015,RW3,Central Manchester University Hospitals,10,9
01/06/2015,RW4,Mersey Care,623,555
01/06/2015,RW5,Lancashire Care,509,480
01/06/2015,RW6,Pennine Acute Hospitals,NA,NA
01/06/2015,RWA,Hull And East Yorkshire Hospitals,NA,NA
01/06/2015,RWD,United Lincolnshire Hospitals,NA,NA
01/06/2015,RWE,University Hospitals Of Leicester,NA,NA
01/06/2015,RWF,Maidstone And Tunbridge Wells,NA,NA
01/06/2015,RWG,West Hertfordshire Hospitals,NA,NA
01/06/2015,RWH,East And North Hertfordshire,NA,NA
01/06/2015,RWJ,Stockport,NA,NA
01/06/2015,RWK,East London,911,763
01/06/2015,RWN,South Essex Partnership University,416,366
01/06/2015,RWP,Worcestershire Acute Hospitals,NA,NA
01/06/2015,RWV,Devon Partnership,283,268
01/06/2015,RWW,Warrington And Halton Hospitals,NA,NA
01/06/2015,RWX,Berkshire Healthcare,151,147
01/06/2015,RWY,Calderdale And Huddersfield,NA,NA
01/06/2015,RX1,Nottingham University Hospitals,NA,NA
01/06/2015,RX2,Sussex Partnership,587,517
01/06/2015,RX3,"Tees, Esk And Wear Valleys",719,689
01/06/2015,RX4,"Northumberland, Tyne And Wear",642,548
01/06/2015,RXA,Cheshire And Wirral Partnership,288,268
01/06/2015,RXC,East Sussex Healthcare,NA,NA
01/06/2015,RXE,Rotherham Doncaster And South Humber,269,211
01/06/2015,RXF,Mid Yorkshire Hospitals,NA,NA
01/06/2015,RXG,South West Yorkshire Partnership,456,397
01/06/2015,RXH,Brighton And Sussex University Hospitals,NA,NA
01/06/2015,RXK,Sandwell And West Birmingham Hospitals,NA,NA
01/06/2015,RXL,Blackpool Teaching Hospitals,NA,NA
01/06/2015,RXM,Derbyshire Healthcare,311,295
01/06/2015,RXN,Lancashire Teaching Hospitals,NA,NA
01/06/2015,RXP,County Durham And Darlington,NA,NA
01/06/2015,RXQ,Buckinghamshire Healthcare,NA,NA
01/06/2015,RXR,East Lancashire Hospitals,NA,NA
01/06/2015,RXT,Birmingham And Solihull Mental Health,686,652
01/06/2015,RXW,Shrewsbury And Telford Hospital,NA,NA
01/06/2015,RXX,Surrey And Borders Partnership,244,193
01/06/2015,RXY,Kent And Medway NHS And Social Care Partnership Trust,516,488
01/06/2015,RY3,Norfolk Community Health And Care,NA,NA
01/06/2015,RY5,Lincolnshire Community Health Services,NA,NA
01/06/2015,RY6,Leeds Community Healthcare,8,7
01/06/2015,RY8,Derbyshire Community Health Services,52,46
01/06/2015,RYG,Coventry And Warwickshire Partnership,246,235
01/06/2015,RYJ,Imperial College Healthcare,NA,NA
01/06/2015,RYK,Dudley And Walsall Mental Health Partnership,190,146
01/06/2015,RYR,Western Sussex Hospitals,NA,NA
01/06/2015,RYV,Cambridgeshire Community Services,NA,NA
01/06/2015,RYW,Birmingham Community Healthcare,NA,NA
01/06/2015,RYX,Central London Community Healthcare,NA,NA
01/06/2015,TAD,Bradford District Care,197,171
01/06/2015,TAE,Manchester Mental Health And Social Care Trust,233,222
01/06/2015,TAF,Camden And Islington,157,152
01/06/2015,TAH,Sheffield Health & Social Care,199,171
01/06/2015,TAJ,Black Country Partnership,158,129
01/09/2015,R1A,Worcestershire Health And Care,129,108
01/09/2015,R1C,Solent,95,62
01/09/2015,R1E,Staffordshire And Stoke On Trent Partnership,NA,NA
01/09/2015,R1F,Isle Of Wight,57,52
01/09/2015,R1H,Barts Health,NA,NA
01/09/2015,R1J,Gloucestershire Care Services,NA,NA
01/09/2015,R1K,London North West Healthcare,NA,NA
01/09/2015,RA2,Royal Surrey County Hospital,NA,NA
01/09/2015,RA3,Weston Area Health,NA,NA
01/09/2015,RA4,Yeovil District Hospital,NA,NA
01/09/2015,RA7,University Hospitals Bristol,NA,NA
01/09/2015,RA9,Torbay And South Devon,NA,NA
01/09/2015,RAE,Bradford Teaching Hospitals,NA,NA
01/09/2015,RAJ,Southend University Hospital,NA,NA
01/09/2015,RAL,Royal Free London,5,2
01/09/2015,RAN,Royal National Orthopaedic Hospital,NA,NA
01/09/2015,RAP,North Middlesex University Hospital,NA,NA
01/09/2015,RAS,The Hillingdon Hospitals,NA,NA
01/09/2015,RAT,North East London,210,181
01/09/2015,RAX,Kingston Hospital,NA,NA
01/09/2015,RBA,Taunton And Somerset,NA,NA
01/09/2015,RBD,Dorset County Hospital,NA,NA
01/09/2015,RBK,Walsall Healthcare,NA,NA
01/09/2015,RBL,Wirral University Teaching Hospital,NA,NA
01/09/2015,RBN,St Helens And Knowsley Hospital Services,NA,NA
01/09/2015,RBQ,Liverpool Heart And Chest Hospital,NA,NA
01/09/2015,RBS,Alder Hey Children's,7,4
01/09/2015,RBT,Mid Cheshire Hospitals,NA,NA
01/09/2015,RBV,The Christie,NA,NA
01/09/2015,RBZ,Northern Devon Healthcare,NA,NA
01/09/2015,RC1,Bedford Hospital,NA,NA
01/09/2015,RC9,Luton And Dunstable University Hospital,NA,NA
01/09/2015,RCB,York Teaching Hospital,NA,NA
01/09/2015,RCD,Harrogate And District,NA,NA
01/09/2015,RCF,Airedale,NA,NA
01/09/2015,RCU,Sheffield Children's,23,17
01/09/2015,RCX,"The Queen Elizabeth Hospital, King's Lynn,",NA,NA
01/09/2015,RD1,Royal United Hospitals Bath,NA,NA
01/09/2015,RD3,Poole Hospital,NA,NA
01/09/2015,RD8,Milton Keynes University Hospital,NA,NA
01/09/2015,RDD,Basildon And Thurrock University Hospitals,NA,NA
01/09/2015,RDE,Colchester Hospital University,NA,NA
01/09/2015,RDR,Sussex Community,NA,NA
01/09/2015,RDU,Frimley Health,NA,NA
01/09/2015,RDY,Dorset Healthcare University,224,198
01/09/2015,RDZ,The Royal Bournemouth And Christchurch Hospitals,NA,NA
01/09/2015,RE9,South Tyneside,NA,NA
01/09/2015,REF,Royal Cornwall Hospitals,NA,NA
01/09/2015,REM,Aintree University Hospital,NA,NA
01/09/2015,REN,The Clatterbridge Cancer Centre,NA,NA
01/09/2015,REP,Liverpool Women's,NA,NA
01/09/2015,RET,The Walton Centre,NA,NA
01/09/2015,RF4,"Barking, Havering And Redbridge University Hospitals",NA,NA
01/09/2015,RFF,Barnsley Hospital,NA,NA
01/09/2015,RFR,The Rotherham,NA,NA
01/09/2015,RFS,Chesterfield Royal Hospital,NA,NA
01/09/2015,RGD,Leeds And York Partnership,498,439
01/09/2015,RGM,Papworth Hospital,NA,NA
01/09/2015,RGN,Peterborough And Stamford Hospitals,NA,NA
01/09/2015,RGP,James Paget University Hospitals,NA,NA
01/09/2015,RGQ,Ipswich Hospital,NA,NA
01/09/2015,RGR,West Suffolk,NA,NA
01/09/2015,RGT,Cambridge University Hospitals,NA,NA
01/09/2015,RH5,Somerset Partnership,144,126
01/09/2015,RH8,Royal Devon And Exeter,NA,NA
01/09/2015,RHA,Nottinghamshire Healthcare,889,804
01/09/2015,RHM,University Hospital Southampton,NA,NA
01/09/2015,RHQ,Sheffield Teaching Hospitals,NA,NA
01/09/2015,RHU,Portsmouth Hospitals,NA,NA
01/09/2015,RHW,Royal Berkshire,NA,NA
01/09/2015,RJ1,Guy's And St Thomas',NA,NA
01/09/2015,RJ2,Lewisham And Greenwich,NA,NA
01/09/2015,RJ6,Croydon Health Services,NA,NA
01/09/2015,RJ7,St George's University Hospitals,NA,NA
01/09/2015,RJ8,Cornwall Partnership,119,106
01/09/2015,RJC,South Warwickshire,NA,NA
01/09/2015,RJE,University Hospitals Of North Midlands,NA,NA
01/09/2015,RJF,Burton Hospitals,NA,NA
01/09/2015,RJL,Northern Lincolnshire And Goole,NA,NA
01/09/2015,RJN,East Cheshire,NA,NA
01/09/2015,RJR,Countess Of Chester Hospital,NA,NA
01/09/2015,RJX,Calderstones Partnership,NA,NA
01/09/2015,RJZ,King's College Hospital,NA,NA
01/09/2015,RK5,Sherwood Forest Hospitals,NA,NA
01/09/2015,RK9,Plymouth Hospitals,NA,NA
01/09/2015,RKB,University Hospitals Coventry And Warwickshire,NA,NA
01/09/2015,RKE,The Whittington Hospital,9,8
01/09/2015,RKL,West London Mental Health,767,709
01/09/2015,RL1,The Robert Jones And Agnes Hunt Orthopaedic Hospital,NA,NA
01/09/2015,RL4,The Royal Wolverhampton,NA,NA
01/09/2015,RLN,City Hospitals Sunderland,NA,NA
01/09/2015,RLQ,Wye Valley,NA,NA
01/09/2015,RLT,George Eliot Hospital,NA,NA
01/09/2015,RLU,Birmingham Women's,NA,NA
01/09/2015,RLY,North Staffordshire Combined Healthcare,170,148
01/09/2015,RM1,Norfolk And Norwich University Hospitals,NA,NA
01/09/2015,RM2,University Hospital Of South Manchester,NA,NA
01/09/2015,RM3,Salford Royal,NA,NA
01/09/2015,RMC,Bolton,NA,NA
01/09/2015,RMP,Tameside And Glossop Integrated Care,NA,NA
01/09/2015,RMY,Norfolk And Suffolk,445,390
01/09/2015,RN3,Great Western Hospitals,NA,NA
01/09/2015,RN5,Hampshire Hospitals,NA,NA
01/09/2015,RN7,Dartford And Gravesham,NA,NA
01/09/2015,RNA,The Dudley Group,NA,NA
01/09/2015,RNL,North Cumbria University Hospitals,NA,NA
01/09/2015,RNN,Cumbria Partnership,138,121
01/09/2015,RNQ,Kettering General Hospital,NA,NA
01/09/2015,RNS,Northampton General Hospital,NA,NA
01/09/2015,RNU,Oxford Health,398,372
01/09/2015,RNZ,Salisbury,NA,NA
01/09/2015,RP1,Northamptonshire Healthcare,206,181
01/09/2015,RP4,Great Ormond Street Hospital For Children,11,9
01/09/2015,RP5,Doncaster And Bassetlaw Hospitals,NA,NA
01/09/2015,RP6,Moorfields Eye Hospital,NA,NA
01/09/2015,RP7,Lincolnshire Partnership,222,208
01/09/2015,RPA,Medway,NA,NA
01/09/2015,RPC,Queen Victoria Hospital,NA,NA
01/09/2015,RPG,Oxleas,422,404
01/09/2015,RPY,The Royal Marsden,NA,NA
01/09/2015,RQ3,Birmingham Children's Hospital,34,28
01/09/2015,RQ6,Royal Liverpool And Broadgreen University Hospitals,NA,NA
01/09/2015,RQ8,Mid Essex Hospital Services,NA,NA
01/09/2015,RQM,Chelsea And Westminster Hospital,NA,NA
01/09/2015,RQQ,Hinchingbrooke Health Care,NA,NA
01/09/2015,RQW,The Princess Alexandra Hospital,NA,NA
01/09/2015,RQX,Homerton University Hospital,NA,NA
01/09/2015,RQY,South West London And St George's Mental Health,408,340
01/09/2015,RR1,Heart Of England,NA,NA
01/09/2015,RR7,Gateshead Health,34,26
01/09/2015,RR8,Leeds Teaching Hospitals,NA,NA
01/09/2015,RRD,North Essex Partnership University,334,329
01/09/2015,RRE,South Staffordshire And Shropshire Healthcare,315,283
01/09/2015,RRF,"Wrightington, Wigan And Leigh",NA,NA
01/09/2015,RRJ,The Royal Orthopaedic Hospital,NA,NA
01/09/2015,RRK,University Hospitals Birmingham,NA,NA
01/09/2015,RRP,"Barnet, Enfield And Haringey Mental Health",515,478
01/09/2015,RRV,University College London Hospitals,12,8
01/09/2015,RT1,Cambridgeshire And Peterborough,242,214
01/09/2015,RT2,Pennine Care,493,466
01/09/2015,RT3,Royal Brompton & Harefield,NA,NA
01/09/2015,RTD,The Newcastle Upon Tyne Hospitals,NA,NA
01/09/2015,RTE,Gloucestershire Hospitals,NA,NA
01/09/2015,RTF,Northumbria Healthcare,45,28
01/09/2015,RTG,Derby Teaching Hospitals,NA,NA
01/09/2015,RTH,Oxford University Hospitals,NA,NA
01/09/2015,RTK,Ashford And St Peter's Hospitals,NA,NA
01/09/2015,RTP,Surrey And Sussex Healthcare,NA,NA
01/09/2015,RTQ,2gether,207,201
01/09/2015,RTR,South Tees Hospitals,NA,NA
01/09/2015,RTV,5 Boroughs Partnership,308,292
01/09/2015,RTX,University Hospitals Of Morecambe Bay,NA,NA
01/09/2015,RV3,Central And North West London,811,742
01/09/2015,RV9,Humber,209,181
01/09/2015,RVJ,North Bristol,19,13
01/09/2015,RVN,Avon And Wiltshire Mental Health Partnership,516,453
01/09/2015,RVR,Epsom And St Helier University Hospitals,NA,NA
01/09/2015,RVV,East Kent Hospitals University,NA,NA
01/09/2015,RVW,North Tees And Hartlepool,NA,NA
01/09/2015,RVY,Southport And Ormskirk Hospital,NA,NA
01/09/2015,RW1,Southern Health,465,387
01/09/2015,RW3,Central Manchester University Hospitals,12,11
01/09/2015,RW4,Mersey Care,634,561
01/09/2015,RW5,Lancashire Care,512,483
01/09/2015,RW6,Pennine Acute Hospitals,NA,NA
01/09/2015,RWA,Hull And East Yorkshire Hospitals,NA,NA
01/09/2015,RWD,United Lincolnshire Hospitals,NA,NA
01/09/2015,RWE,University Hospitals Of Leicester,NA,NA
01/09/2015,RWF,Maidstone And Tunbridge Wells,NA,NA
01/09/2015,RWG,West Hertfordshire Hospitals,NA,NA
01/09/2015,RWH,East And North Hertfordshire,NA,NA
01/09/2015,RWJ,Stockport,NA,NA
01/09/2015,RWK,East London,919,762
01/09/2015,RWN,South Essex Partnership University,416,348
01/09/2015,RWP,Worcestershire Acute Hospitals,NA,NA
01/09/2015,RWV,Devon Partnership,279,244
01/09/2015,RWW,Warrington And Halton Hospitals,NA,NA
01/09/2015,RWX,Berkshire Healthcare,154,133
01/09/2015,RWY,Calderdale And Huddersfield,NA,NA
01/09/2015,RX1,Nottingham University Hospitals,NA,NA
01/09/2015,RX2,Sussex Partnership,587,521
01/09/2015,RX3,"Tees, Esk And Wear Valleys",699,612
01/09/2015,RX4,"Northumberland, Tyne And Wear",639,545
01/09/2015,RXA,Cheshire And Wirral Partnership,291,274
01/09/2015,RXC,East Sussex Healthcare,NA,NA
01/09/2015,RXE,Rotherham Doncaster And South Humber,269,200
01/09/2015,RXF,Mid Yorkshire Hospitals,NA,NA
01/09/2015,RXG,South West Yorkshire Partnership,456,383
